"ccn","RPT_REC_NUM","S100001_00100_00100","S100001_00200_00100","S100001_00700_00100","S100001_00800_00100","S100001_03100_00100","S100001_02600_00100","S100001_03000_00100","S100001_02000_00100","S100001_02000_00300","S100001_02300_00100","S100001_02300_00300","S100001_02000_00200","S100001_02300_00200","C000001_20200_00600","C000001_20200_00700","C000001_20200_00800","zipcode","hosp_name","address"
"370023",794642,0.17407,10793719,18398682,NA,4053605,5487687,4053605,9605491,10866509,1672028,2933046,1261018,1261018,162973635,435137305,598110940,"74534-","DUNCAN REGIONAL HOSPITAL","1407 WHISENANT DRIVE_DUNCAN_OK"
"390037",794649,0.429867,11382294,26496743,15114449,23041847,10115396,7854012,4473607,6066408,1923056,3515857,1592801,1592801,126232157,303928711,430160868,"15143-1498","HERITAGE VALLEY SEWICKLEY","720 BLACKBURN ROAD_SEWICKLEY_PA"
"390324",794659,0.19752,17094,104714,87620,87620,NA,NA,NA,NA,NA,NA,NA,NA,24076948,142688595,166765543,"19468","PHYSICIANS CARE SURGICAL HOSPITAL","454 ENTERPRISE DRIVE_ROYERSFORD_PA"
"391305",794660,0.237174,2013878,3905448,1415124,3022249,5771342,1607125,534762,568954,126832,161024,34192,34192,18089227,85670835,103760062,"16947","TROY COMMUNITY HOSPITAL","275 GUTHRIE DRIVE_TROY_PA"
"391317",794661,0.219518,1324626,2695666,220526,1279547,796168,1041990,1096508,1705849,240703,850044,609341,609341,7473482,67997537,75471019,"16646","MINERS HOSPITAL","290 HAIDA AVENUE_HASTINGS_PA"
"450193",794675,0.19013,51045829,67049497,14073848,51773340,46673267,37699492,137654212,148176761,26172195,28825504,10522549,2653309,3987389636,2763606522,6750996158,"77030","CHI ST LUKES HEALTH BAYLOR MED CTR","6720 BERTNER AVE_HOUSTON_TX"
"500005",794691,0.32788,31187959,69465603,38277644,60391617,22263054,22113973,5516135,18493772,1808630,14786267,12977637,12977637,1162852515,1408143336,2570995851,"98111-","VIRGINIA MASON MEDICAL CENTER","925 SENECA STREET_SEATTLE_WA"
"501329",794693,0.344474,8148170,10031786,884399,4913714,1605293,4029315,6363167,7652925,2190096,3470416,1289758,1280320,43375443,166474536,209849979,"98284","UNITED GENERAL MEDICAL CENTER","2000 HOSPITAL DRIVE_SEDRO WOOLLEY_WA"
"521315",794694,0.378512,5745566,6397264,651698,3283972,4153139,2632274,435798,1553967,154837,1090492,1118169,935655,17643186,141538876,159182062,"54812-","MCHS NORTHLAND","1222 E WOODLAND AVE_BARRON_WI"
"521340",794695,0.366389,8568089,8691056,122967,3681531,5280803,3558564,645083,2276253,229305,1639945,1631170,1410640,23763820,177523880,201287700,"54751-","MCHS-RED CEDAR","2321 STOUT ROAD_MENOMONIE_WI"
"521357",794696,0.278734,NA,NA,NA,367692,1050549,367692,NA,NA,NA,NA,NA,NA,37595707,244632938,282228645,"53147-","MERCY WALWORTH HOSPITAL","N2950 STATE ROAD 67_LAKE GENEVA_WI"
"530002",794697,0.491142,7060801,17899147,10838346,20172338,12616422,9333992,6490593,6490593,3187803,3187803,NA,NA,81459731,233319538,314779269,"82717-3011","CAMPBELL COUNTY MEMORIAL HOSPITAL","501 S BURMA  AVENUE_GILLETTE_WY"
"531316",794698,0.615126,9022442,4052339,NA,3419363,5078119,3419363,480682,480682,295680,295680,NA,NA,9758561,43150360,52908921,"82301","MEMORIAL HOSPITAL OF CARBON COUNTY","221 WEST ELM STREET_RAWLINS_WY"
"670085",794700,0.225706,38336806,5365851,NA,14437297,27245101,14437297,34354310,34851719,7753974,8251383,497409,497409,331042775,338630282,669673057,"76244-4897","TEXAS HEALTH ALLIANCE","10864 TEXAS HEALTH TRAIL_FORT WORTH_TX"
"020024",794702,0.351805,32085207,30419339,NA,7138723,10779762,7138723,9514847,9514847,3347371,3347371,NA,NA,178448805,358774019,537222824,"99969-","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE_SOLDOTNA_AK"
"030007",794703,0.200537,40503846,21622515,NA,5483885,10662695,5483885,13607096,14512700,2728726,3328336,905604,599610,340578006,388660292,729238298,"86326","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE_COTTONWOOD_AZ"
"040084",794708,0.178562,3627320,7931387,772073,4714306,6579771,3942233,13525384,13765031,2415120,2654767,239647,239647,186929419,234589422,421518841,"72015-","SALINE MEMORIAL HOSPITAL","#1 MEDICAL PARK DRIVE_BENTON_AR"
"041326",794709,0.594936,2852162,2122661,NA,1365126,2006370,1365126,75405,202008,44861,171464,126603,126603,6054696,25077265,31131961,"71639","DELTA MEMORIAL HOSPITAL","811 HWY 65 SOUTH_DUMAS_AR"
"050112",794711,0.280508,70488535,90907547,20419012,28461415,13911584,8042403,13611088,13740581,3818019,3947512,129493,129493,1728865070,929407938,2658273008,"90404","SANTA MONICA UCLA MEDICAL CENTER","1250  16TH STREET_SANTA MONICA_CA"
"060107",794719,0.556214,11076920,21098645,7213806,9101783,2107113,1202438,NA,39890,NA,38971,39890,38971,1564023,276386619,277950642,"80206-","NATIONAL JEWISH HEALTH","1400 JACKSON ST_DENVER_CO"
"140007",794748,0.183224,73557223,80594373,7037150,20228049,3889062,13190899,42070185,48287191,7708268,12316131,6217006,4607863,1118214604,962282594,2080497198,"60435","PRESENCE ST. JOSEPH MEDICAL CENTER","333 NORTH MADISON STREET_JOLIET_IL"
"140018",794749,0.224184,224865221,184406435,NA,16897253,10809145,16897253,54603953,59068526,12241333,14370241,4464573,2128908,650140261,722111142,1372251403,"60608-","MOUNT SINAI HOSPITAL MEDICAL CENTER","15TH STREET & CALIFORNIA AVE_CHICAGO_IL"
"140143",794750,0.283737,1262986,6438315,5175329,5175329,NA,NA,NA,NA,NA,NA,NA,NA,37970297,169660021,207630318,"61362","ST. MARGARETS HEALTH - SPRING VALLEY","600 EAST FIRST ST_SPRING VALLEY_IL"
"140217",794751,0.15209,24049705,24951401,901696,6270530,1958551,5368834,22029664,24051914,3350492,4967066,2022250,1616574,391525253,545558513,937083766,"60123","PRESENCE SAINT JOSEPH HOSPITAL ELGIN","77 NORTH AIRLITE ST._ELGIN_IL"
"140224",794752,0.204836,35817707,34694533,NA,5091581,3580078,5091581,10273681,12607491,2104420,4265209,2333810,2160789,425291841,460683454,885975295,"60657","PRESENCE SAINT JOSEPH HOSP-CHICAGO","2900 NORTH LAKE SHORE DRIVE_CHICAGO_IL"
"161365",794761,0.608931,9466355,12112713,2646358,4059541,1570000,1413183,809319,809319,492819,492819,NA,NA,20340325,114899941,135240266,"50801","GREATER REGIONAL MEDICAL CENTER","COTTONWOOD & TOWNLINE_CRESTON_IA"
"190020",794767,0.254334,8076903,17247040,9170137,11557194,7874198,2387057,1426162,1426162,362721,362721,NA,NA,102427102,240521324,342948426,"70791","LANE REGIONAL MEDICAL CENTER","6300 MAIN STREET_ZACHARY_LA"
"190133",794770,0.499526,8875973,6634761,NA,238815,482108,238815,NA,NA,NA,NA,NA,NA,19274725,20133310,39408035,"70648","ALLEN PARISH HOSPITAL","HWY 190 WEST_KINDER_LA"
"190298",794774,0.087789,241312,224418,NA,978900,11105654,978900,13171,13171,1156,1156,NA,NA,64244852,569720376,633965228,"71301","CENTRAL LOUISIANA SURGICAL HOSPITAL","651 N. BOLTON AVE_ALEXANDRIA_LA"
"210027",794777,0.626228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206562624,216602717,423165341,"21502","UPMC-WESTERN MARYLAND CORP","12500 WILLOWBROOK ROAD_CUMBERLAND_MD"
"231318",794782,0.373096,5864538,7731561,1867023,2732907,1502104,865884,876550,876550,327037,327037,NA,NA,10761330,86174626,96935956,"49935-","ASPIRUS IRON RIVER HOPSITAL & CLINIC","1400 WEST ICE LAKE ROAD_IRON RIVER_MI"
"231333",794784,0.371188,11826060,15190070,NA,1683563,2440198,1683563,2168833,2168833,805045,805045,NA,NA,21615182,151392041,173007223,"49938","ASPIRUS IRONWOOD HOSPITAL","N10561 GRAND VIEW LANE_IRONWOOD_MI"
"260001",794790,0.201549,52436789,43708448,NA,12783964,18420940,12783964,28547677,32755420,5753605,8951673,4207743,3198068,622695166,632638774,1255333940,"64804","MERCY HOSPITAL JOPLIN","100 MERCY WAY_JOPLIN_MO"
"260048",794791,0.545947,188072678,204483966,NA,45979985,30449482,45979985,54632251,54632251,29826314,29826314,NA,NA,338836409,600449084,939285493,"64108","UNIVERSITY HEALTH TRUMAN MED CENTER","2301 HOLMES STREET_KANSAS CITY_MO"
"260052",794792,0.194207,25986791,20843106,NA,8894466,11760927,8894069,16810676,20791436,3264741,6534011,3980760,3269270,273589352,649256504,922845856,"63090-3098","MERCY HOSPITAL - WASHINGTON","901 E. 5TH STREET_WASHINGTON_MO"
"261319",794797,0.304458,8024240,9177029,1152789,5063295,5433315,3910506,3874514,4972904,1165403,2245901,1098390,1080498,22825051,131001305,153826356,"63379","MERCY HOSPITAL LINCOLN","1000 EAST CHERRY STREET_TROY_MO"
"330406",794812,0.454366,4217755,6550302,2332547,3193476,322703,860929,395675,1097705,33778,715341,702030,681563,99913581,30774032,130687613,"12308","SUNNYVIEW HOSPITAL AND REHABILITATIO","1270 BELMONT AVENUE_SCHENECTADY_NY"
"390027",794820,0.093499,399966562,487826606,NA,19933161,1516486,19933161,202264946,202755767,18911570,19402391,490821,490821,7614636043,8352762960,15967399003,"19140","TEMPLE UNIVERSITY HOSPITAL","3401 N. BROAD ST._PHILADELPHIA_PA"
"390039",794822,0.232833,8621786,9334087,712301,1991215,2725842,1278914,1228589,1541516,286056,598983,312927,312927,64191932,267672471,331864403,"15501-2088","UPMC SOMERSET","225 SOUTH CENTER AVENUE_SOMERSET_PA"
"390057",794824,0.301805,7772713,17671621,9073860,13360795,11323542,4286935,1035429,1576211,312498,853280,540782,540782,429655848,348362019,778017867,"18960-1587","GRAND VIEW HOSPITAL","700 LAWN AVENUE_SELLERSVILLE_PA"
"390272",794827,0.138512,16069220,21412325,3580322,3600625,122121,20303,NA,NA,NA,NA,NA,NA,181780690,NA,181780690,"19403-3905","VALLEY FORGE MEDICAL CENTER","1033 WEST GERMANTOWN PIKE_NORRISTOWN_PA"
"391304",794828,0.604729,262635,1970534,986632,1208541,362339,221909,1239,3282,749,2792,2043,2043,5762874,9120792,14883666,"17764","BUCKTAIL MEDICAL CENTER","1001 PINE STREET_RENOVO_PA"
"460007",794855,0.258164,15844342,11875211,NA,4404401,5905168,4404401,7672426,8592277,1980744,2869114,919851,888370,47293857,284473695,331767552,"84720","CEDAR CITY HOSPITAL","1303 NORTH MAIN_CEDAR CITY_UT"
"500030",794859,0.197796,41688943,66424652,16811646,38898639,12368091,22086993,51803461,60967216,10243319,19305710,9163755,9062391,1271724286,1244661115,2516385401,"98225-1851","ST. JOSEPH MEDICAL CENTER","2901 SQUALICUM PARKWAY_BELLINGHAM_WA"
"501340",794861,0.546923,412120,1986627,1574507,2580454,349202,1005947,928631,1317912,507890,874993,389281,367103,1262192,45819400,47081592,"98250-9782","PEACE ISLAND MEDICAL CENTER","1117 SPRING STREET_FRIDAY HARBOR_WA"
"511308",794870,0.437769,4542112,5128113,NA,622885,854853,622581,257673,411126,112801,262141,153453,149340,2784285,41960731,44745016,"26624","BRAXTON COUNTY MEMORIAL HOSPITAL","100 HOYLMAN DRIVE_GASSAWAY_WV"
"511321",794871,0.323231,18468273,16373681,225241,2304054,3718433,2078813,1065449,1660273,344386,851282,594824,506896,18372355,218907840,237280195,"26201","ST. JOSEPHS HOSPITAL OF BUCKHANNON","1 AMALIA DRIVE_BUCKHANNON_WV"
"051324",794878,0.504229,3260114,23044140,19784026,23266038,7442689,3482012,101123,101123,50989,50989,NA,NA,37212199,160387897,197600096,"93514","NORTHERN INYO HOSPITAL","150 PIONEER LANE_BISHOP_CA"
"140080",794880,0.194365,56084162,59886373,3802211,11159417,4391727,7357206,25653765,27050026,4986194,6268644,1396261,1282450,513768838,584943589,1098712427,"60202","PRESENCE SAINT FRANCIS HOSPITAL","355 RIDGE AVENUE_EVANSTON_IL"
"140117",794881,0.158237,47861510,47950937,89427,8124443,5827582,8035016,26481791,29516619,4190399,6895236,3034828,2704837,1129823954,797097222,1926921176,"60631","PRESENCE RESURRECTION MEDICAL CENTER","7435 WEST TALCOTT_CHICAGO_IL"
"140174",794883,0.159068,73448763,45319764,NA,9226522,2703712,9226522,40401156,43288845,6426531,8705497,2887689,2278966,463525892,531337218,994863110,"60506","PRESENCE MERCY MEDICAL CENTER","1325 NORTH HIGHLAND AVENUE_AURORA_IL"
"140180",794884,0.199012,187025456,117139668,NA,13280065,6926523,13280065,44513508,47513465,8858722,11651985,2999957,2793263,724253284,853577953,1577831237,"60622","PRESENCE SAINTS MARY & ELIZABETH MED","2233 WEST DIVISION STREET_CHICAGO_IL"
"160083",794887,0.197296,81815287,108446728,58611641,79356537,31352091,20744896,68603968,71255076,13535172,14507801,2651108,972629,1792073892,1694599270,3486673162,"50314","MERCY MEDICAL CENTER-DES MOINES","1111 6TH AVENUE_DES MOINES_IA"
"160101",794888,0.448633,NA,NA,NA,11313830,14673149,11313830,7890098,9490856,3539758,4731236,1600758,1191478,85838740,264146348,349985088,"50314","BROADLAWNS MEDICAL CENTER","1801 HICKMAN ROAD_DES MOINES_IA"
"230054",794889,0.171316,24229083,31145116,NA,1478575,4109534,1478575,3841837,3841837,658168,658168,NA,NA,625673228,914921851,1540595079,"49855","MARQUETTE GENERAL HOSPITAL","850 W BARAGA_MARQUETTE_MI"
"230066",794890,0.338352,87719198,99485162,NA,11714056,12116006,11023049,9325254,13101209,3155218,6895838,3775955,3740620,834681935,942835320,1777517255,"49444-1849","TRINITY HEALTH MUSKEGON","1500 E SHERMAN BLVD_MUSKEGON_MI"
"260061",794892,0.356641,6817181,7157187,340006,2632669,2554752,2292663,3751892,3795596,1338079,1381783,43704,43704,22634722,82074810,104709532,"64772","NEVADA REGIONAL MEDICAL CENTER","800 SOUTH ASH_NEVADA_MO"
"360046",794905,0.27619,3844470,6872870,3126190,4993958,3720282,1867768,1788905,2127642,494078,832815,338737,338737,38715888,122824080,161539968,"45056-","MCCULLOUGH-HYDE MEMORIAL HOSPITAL","101 N. POPLAR ST_OXFORD_OH"
"390110",794913,0.195608,38082945,47046468,2473571,5891146,10319823,3350842,6145145,6145145,1202040,1202040,NA,NA,707899908,709483395,1417383303,"15905","MEMORIAL MEDICAL CENTER","1086 FRANKLIN STREET_JOHNSTOWN_PA"
"100276",794935,0.174466,15073332,35504023,15473011,33297555,26391666,17402041,69607264,72999763,12144101,12735977,3392499,591876,646246266,633271488,1279517754,"33065-","BROWARD HEALTH CORAL SPRINGS","3000 CORAL HILLS DRIVE_CORAL SPRINGS_FL"
"100360",794936,0.095789,20025834,30654208,10628374,18851780,4359529,8151182,68053408,70609922,6518768,7692263,2556514,1173495,772165072,679599809,1451764881,"33328","HCA FLORIDA UNIVERSITY HOSPITAL","3476 S UNIVERSITY DR_DAVIE_FL"
"121300",794938,0.698489,2508362,7642788,3201794,4239125,1443735,1037331,13401,32939,9360,28898,19538,19538,34813859,48037185,82851044,"96796-0337","KAUAI VETERANS MEMORIAL HOSPITAL","4643 WAIMEA CANYON ROAD_WAIMEA KAUAI_HI"
"160033",794941,0.285248,46863494,54299607,7436113,14473848,13335517,7037735,3393388,5632224,967957,3205267,2238836,2237310,570057252,818804307,1388861559,"52803-","GENESIS MEDICAL CENTER - DAVENPORT","1227 EAST RUSHOLME_DAVENPORT_IA"
"161311",794942,0.724843,1286444,1687247,400803,781362,454661,380559,70361,70361,51001,51001,NA,NA,3302241,24307528,27609769,"51023-","HAWARDEN REGIONAL HEALTHCARE","1111 11TH STREET_HAWARDEN_IA"
"161339",794943,0.479884,3920941,6225661,NA,1029868,1430282,1029868,23962,445652,7531,347655,421690,340124,13522478,128098371,141620849,"50677","WAVERLY HEALTH CENTER","312 NINTH STREET S.W._WAVERLY_IA"
"170123",794944,0.066423,80821663,88843667,NA,43174067,38243042,41985617,531683182,535402611,35312797,39030678,3719429,3717881,4822467284,2777608087,7600075371,"67214","WESLEY MEDICAL CENTER","550 NORTH HILLSIDE STREET_WICHITA_KS"
"171372",794945,0.649084,998375,1797349,416004,759327,539271,343323,17207,17207,11169,11169,NA,NA,11574409,32941544,44515953,"67871","SCOTT COUNTY HOSPITAL  INC.","201 E. ALBERT_SCOTT CITY_KS"
"190099",794953,0.241814,4920242,9598560,4678318,4721208,122548,42890,NA,NA,NA,NA,NA,NA,17342991,102674360,120017351,"71351","AVOYELLES HOSPITAL","4231 HIGHWAY 1192_MARKSVILLE_LA"
"260102",794965,0.567792,61949908,62930377,NA,14286094,11520621,14286094,13876207,13876207,7878799,7878799,NA,NA,77683073,238159182,315842255,"64139","UNIVERSITY HEALTH LAKEWOOD MED CTR","7900 LEES SUMMIT ROAD_KANSAS CITY_MO"
"261333",794967,0.596697,2414015,3612945,NA,886513,1490750,886513,5780,11947,1551,4288,6167,2737,4090746,38319102,42409848,"63353-2559","PIKE COUNTY MEMORIAL HOSPITAL","2305 WEST GEORGIA STREET_LOUISIANA_MO"
"281302",794968,0.881518,871167,1108224,237057,466264,254112,229207,5902,5902,5203,5203,NA,NA,733504,11168952,11902456,"68420","PAWNEE COUNTY MEMORIAL HOSPITAL","600 I STREET_PAWNEE CITY_NE"
"310086",794969,0.170696,79534043,123167378,3721584,16026033,28376355,12304449,33639027,34859771,5742047,6962791,1220744,1220744,2302842178,1647825060,3950667238,"08034","KENNEDY UNIVERSITY HOSPITAL","500 MARLBORO AVENUE_CHERRY HILL_NJ"
"390026",794987,0.072624,14877490,19946859,5069369,7045545,180349,1976176,24611170,24736862,1787362,1913054,125692,125692,787248148,753226866,1540475014,"19118-","CHESTNUT HILL HOSPITAL","8835 GERMANTOWN AVENUE_PHILADELPHIA_PA"
"390115",794991,0.206624,86419283,105270271,NA,9817425,14390009,9817425,22680487,24609906,4686333,6615752,1929419,1929419,1309724236,1063285475,2373009711,"19114","ARIA HEALTH","KNIGHTS & RED LION ROADS_PHILADELPHIA_PA"
"390151",794992,0.245752,28589093,56397669,24617871,35301197,21561633,10683326,14160360,16986827,3479937,5277381,2826467,1797444,575037804,841011925,1416049729,"17201","THE CHAMBERSBURG HOSPITAL","112 NORTH 7TH ST._CHAMBERSBURG_PA"
"390231",794997,0.250916,61755961,94897858,29448575,43749035,13608953,14300460,37953520,39234894,9523145,10804519,1281374,1281374,1772806759,976643364,2749450123,"19001","ABINGTON MEMORIAL HOSPITAL","1200 OLD YORK ROAD_ABINGTON_PA"
"390329",794998,0.219686,33846911,44139293,10292382,16190262,5805028,5897880,9146842,11682205,2009433,4544796,2535363,2535363,612815893,618271129,1231087022,"19403","EINSTEIN MEDICAL CENTER MONTGOMERY","559 WEST GERMANTOWN PIKE_EAST NORRITON_PA"
"460010",795012,0.237598,141012447,105569408,NA,56877581,77737139,56877581,143616595,148698756,34123016,38348451,5082161,4225435,2238277207,1715961941,3954239148,"84157-7000","INTERMOUNTAIN MEDICAL CENTER","5121 S COTTONWOOD ST_MURRAY_UT"
"100191",795041,0.056227,11000239,30900420,19900181,40484092,18131997,20378231,235098973,248370037,13217470,19153565,13271064,5936095,2227519271,2182618099,4410137370,"34655","MEDICAL CENTER OF TRINITY","9330 SR 54_TRINITY_FL"
"150012",795055,0.229756,69814837,53838194,NA,9191197,10427348,9191197,16000598,19064995,3676233,6740630,3064397,3064397,573122048,678937050,1252059098,"46545","ST. JOSEPHS REG MED CENTER S. BEND","5215 HOLY CROSS PARKWAY_MISHAWAKA_IN"
"161315",795056,1.023744,2035350,3197398,1162048,1633772,414657,471724,46126,46126,47221,47221,NA,NA,894052,13744383,14638435,"52591-","KEOKUK COUNTY HEALTH CENTER","23019 HIGHWAY 149_SIGOURNEY_IA"
"161329",795057,0.50332,8779286,3843189,NA,671593,1250794,671593,86038,86038,43305,43305,NA,NA,2417132,39933853,42350985,"52060-0910","JACKSON COUNTY PUBLIC HOSPITAL","601 HOSPITAL DRIVE_MAQUOKETA_IA"
"190011",795063,0.225088,33101063,47211849,NA,7781137,3428402,7781137,30289008,30398456,6817692,6927140,109448,109448,214190564,346180659,560371223,"71202","OCHSNER LSU HEALTH MONROE","4864 JACKSON STREET_MONROE_LA"
"260141",795083,0.235828,266424791,259217712,NA,55520389,54985743,55500880,105217251,124250096,24813174,42318195,19032845,17505021,2395826201,3291543929,5687370130,"65212","UNIV OF MISSOURI HEALTH CARE","ONE HOSPITAL DRIVE_COLUMBIA_MO"
"261332",795084,0.466944,1575103,1617806,NA,517194,546432,424158,30593,189917,14285,173609,159324,159324,5119200,75759513,80878713,"64633-","CARROLL COUNTY HOSPITAL","1502 NORTH JEFFERSON_CARROLLTON_MO"
"270017",795085,0.287395,9690687,16858899,NA,3337012,1915269,3337012,4180370,5971825,1199989,2772978,1791455,1572989,129177437,271997851,401175288,"59701","SAINT JAMES HEALTHCARE","400 SOUTH CLARK_BUTTE_MT"
"400105",795129,1.560325,6632453,10348782,3716329,3716329,NA,NA,NA,NA,NA,NA,NA,NA,17357834,38543,17396377,"00956","BAYAMON REGIONAL HOSPITAL","LAUREL #100_BAYAMON_PR"
"430089",795133,0.165846,10156451,6868780,NA,485041,2162877,485041,18331,135006,3040,119715,116675,116675,64284276,297537041,361821317,"57049","SIOUXLAND SURGERY CENTER","600 SIOUX POINT ROAD_DAKOTA DUNES_SD"
"450021",795137,0.251322,78570839,71755715,NA,121219471,128404497,121176464,318084870,326817021,79941726,88673877,8732151,8732151,3110589411,1345147997,4455737408,"75246-","BAYLOR UNIVERSITY MEDICAL CTR","3500 GASTON AVENUE_DALLAS_TX"
"050167",795187,0.17335,NA,NA,NA,8562878,29029742,8562878,15347630,19912036,2660512,3451752,4564406,791240,1315192245,912523247,2227715492,"95231","SAN JOAQUIN GENERAL HOSPITAL","500 WEST FRENCH CAMP ROAD_FRENCH CAMP_CA"
"050438",795191,0.154824,64316400,122410266,73148079,84978548,16580650,11808470,57002860,59543071,8664966,8664966,2540211,NA,3220908694,1314590087,4535498781,"91105","HUNTINGTON HOSPITAL","100 WEST CALIFORNIA_PASADENA_CA"
"050740",795194,0.17108,9721855,31949924,22228069,29143238,881131,6915169,13345929,17669481,2283222,6606774,4323552,4323552,544397998,511139805,1055537803,"90292","CEDARS-SINAI MARINA DEL REY HOSPITAL","4650 LINCOLN BLVD_MARINA DEL REY_CA"
